"";"domain";"supergroup";"class";"order";"family";"genus";"species"
"OO00718";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00719";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00720";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00721";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00722";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00723";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00724";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00725";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00726";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00727";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00728";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00729";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00730";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00731";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00732";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00733";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00734";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00735";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00736";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00737";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00738";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00739";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00740";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00741";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00742";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00743";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00744";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00745";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00746";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00747";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00748";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00749";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00750";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00751";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00752";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00753";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00754";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00755";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00756";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00757";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00758";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00759";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00760";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00761";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00762";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00763";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00764";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00765";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00766";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00767";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00768";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00769";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00770";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00771";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00772";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00773";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00774";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00775";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00776";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00777";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00778";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00779";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00780";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00781";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00782";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00783";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00784";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00785";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00786";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00787";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00788";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00789";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00790";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00791";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00792";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00793";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00794";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00795";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00796";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00797";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00798";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00799";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00800";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00801";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"Saprolegnia";"Saprolegnia_ferax"
"OO00802";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00803";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00804";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00805";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00806";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00807";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00808";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00809";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00810";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00811";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00812";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00813";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00814";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00815";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00816";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00817";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00818";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00819";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00820";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00821";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00822";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00823";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00824";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00825";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00826";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00827";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00828";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00829";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00830";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00831";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00832";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00833";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00834";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00835";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"Saprolegnia";"Saprolegnia_ferax"
"OO00836";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00837";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00838";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00839";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00840";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00841";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00842";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00843";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00844";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00845";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00846";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00847";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00848";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00849";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00850";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00851";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00852";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00853";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00854";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00855";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00856";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00857";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00858";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00859";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00860";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00861";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00862";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00863";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00864";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00865";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00866";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00867";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00868";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00869";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00870";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00871";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00872";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00873";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00874";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00875";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00876";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00877";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00878";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00879";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00880";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00881";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00882";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00883";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00884";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00885";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00886";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00887";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
